                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.292,                 5.6421,                 2.0073,                      0,                      0,                      0,                      0,                 2.4764,                 5.1647,                 1.9663,              2.856e-05,              2.856e-05,              2.856e-05
                      2,                 3.2143,                 5.6956,                 1.8039,                      0,                      0,                      0,                      0,                 2.1625,                 5.0064,                  1.788,             5.7898e-05,             5.7898e-05,             5.7898e-05
                      3,                 2.4504,                 5.1665,                 1.5035,                      0,                      0,                      0,                      0,                 2.5812,                 4.9524,                 1.7586,             8.0168e-05,             8.0168e-05,             8.0168e-05
                      4,                 2.3288,                 4.8651,                 1.5206,                      0,                      0,                      0,                      0,                  2.694,                 4.9683,                 1.7323,             9.5369e-05,             9.5369e-05,             9.5369e-05
                      5,                 2.3254,                 4.8133,                 1.5036,                      0,                      0,                      0,                      0,                 2.7179,                 4.9092,                 1.6273,              0.0001035,              0.0001035,              0.0001035
                      6,                 2.2953,                 4.4262,                 1.4464,                      0,                      0,                      0,                      0,                 2.6358,                  4.854,                 1.5966,             0.00010457,             0.00010457,             0.00010457
                      7,                 2.3292,                  4.356,                 1.5071,                      0,                      0,                      0,                      0,                 2.5435,                 4.7719,                 1.5422,             9.8561e-05,             9.8561e-05,             9.8561e-05
                      8,                 2.2302,                 4.4431,                 1.3856,                      0,                      0,                      0,                      0,                  2.483,                 4.7205,                 1.4922,             8.5487e-05,             8.5487e-05,             8.5487e-05
                      9,                 2.3457,                 4.2317,                 1.3839,                0.00092,                0.00377,                0.00053,                0.00011,                 2.4771,                 4.6373,                 1.4392,             6.5345e-05,             6.5345e-05,             6.5345e-05
                     10,                 2.1255,                 4.1637,                 1.3774,                0.00222,                0.01132,                0.00131,                0.00042,                 2.5048,                 4.6125,                  1.442,             3.8135e-05,             3.8135e-05,             3.8135e-05
