                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.298,                 6.3316,                 1.9649,                      0,                      0,                      0,                      0,                 2.2585,                 8.0194,                 1.8811,               3.57e-05,               3.57e-05,               3.57e-05
                      2,                 2.6435,                 5.6349,                 1.6508,                      0,                      0,                      0,                      0,                 2.0739,                 8.3779,                 1.6412,             7.0765e-05,             7.0765e-05,             7.0765e-05
                      3,                 2.4821,                 5.4184,                 1.5691,                      0,                      0,                      0,                      0,                 2.4054,                 8.6674,                 1.5892,             9.7347e-05,             9.7347e-05,             9.7347e-05
                      4,                   2.23,                 4.8924,                  1.454,                      0,                      0,                      0,                      0,                 2.4807,                 8.7155,                 1.5694,             0.00011545,             0.00011545,             0.00011545
                      5,                 2.1898,                  4.569,                 1.4012,                      0,                      0,                      0,                      0,                 2.4726,                 8.2831,                 1.5095,             0.00012506,             0.00012506,             0.00012506
                      6,                 2.2633,                 4.3905,                 1.4078,                      0,                      0,                      0,                      0,                  2.436,                 7.9269,                 1.4426,              0.0001262,              0.0001262,              0.0001262
                      7,                 2.3349,                 4.2941,                 1.4209,                      0,                      0,                      0,                      0,                 2.4573,                  8.058,                 1.4231,             0.00011885,             0.00011885,             0.00011885
                      8,                 2.2588,                 4.0863,                 1.3451,                0.00068,                0.01887,                0.00121,                0.00021,                 2.4439,                 8.2916,                 1.3967,             0.00010302,             0.00010302,             0.00010302
                      9,                 2.2389,                 4.1679,                 1.3469,                0.00066,                0.03019,                0.00176,                 0.0006,                 2.4464,                 7.8739,                 1.3973,             7.8711e-05,             7.8711e-05,             7.8711e-05
                     10,                 2.2776,                 4.0787,                 1.3729,                0.00075,                0.03774,                0.00236,                 0.0009,                 2.4171,                 7.5973,                 1.3777,             4.5917e-05,             4.5917e-05,             4.5917e-05
